SAMPLING EVENT IDENTIFIER,SCIENTIFIC NAME,COMMON NAME,OBSERVATION COUNT,LATITUDE,LONGITUDE,OBSERVATION DATE,TIME OBSERVATIONS STARTED,PROTOCOL NAME,PROTOCOL CODE,DURATION MINUTES,EFFORT DISTANCE KM,NUMBER OBSERVERS,ALL SPECIES REPORTED,matched_hour,nearest_station,distance_km,co_ppm,no2_ppb,o3_ppb,pm10_ugm3,pm25_ugm3,so2_ugm3
S99333802,Coragyps atratus,Black Vulture,4,4.6643333,-73.9643611,2021-12-23,14:19:00,Traveling,P22,119.0,0.064,1.0,1,14,MinAmbiente,12.20059278950444,,,0.04087776,63.27091,43.0,
S101353236,Coragyps atratus,Black Vulture,12,4.792827,-74.010946,2021-12-18,04:53:00,Traveling,P22,565.0,4.101,10.0,1,5,Colina,8.956029254552595,0.470721,0.01563509,0.001676005,7.808814,4.622782,0.000674302
S98528160,Coragyps atratus,Black Vulture,2,4.6602629,-73.9517842,2021-12-05,14:31:00,Stationary,P21,15.0,,4.0,1,15,MinAmbiente,13.373846781845332,,,0.01860614,11.77422,0.0,
S108255629,Coragyps atratus,Black Vulture,2,4.7302826,-74.1493195,2021-12-09,07:00:00,Traveling,P22,180.0,2.0,12.0,1,7,Bolivia,2.6738947098168167,0.71991,0.0195872,0.000649242,61.83863,24.24207,0.000824413
S99227324,Coragyps atratus,Black Vulture,2,4.7299923,-74.1481897,2021-12-18,10:35:00,Traveling,P22,58.0,1.366,4.0,1,11,Bolivia,2.5602050470831275,0.207528,0.02160486,0.006099974,30.33411,10.0737,0.002483814
S99041847,Coragyps atratus,Black Vulture,6,4.7302826,-74.1493195,2021-12-18,06:40:00,Traveling,P22,293.0,2.0,2.0,1,7,Bolivia,2.6738947098168167,0.541447,0.02658079,0.001154708,35.22023,9.340216,0.005973393
S99793020,Coragyps atratus,Black Vulture,50,4.5034526,-73.9026247,2021-12-27,09:03:00,Traveling,P22,57.0,0.587,7.0,1,9,San Cristobal,21.47950190914014,0.607239,,0.01804407,32.0,31.0,
S110478549,Coragyps atratus,Black Vulture,2,4.7302826,-74.1493195,2021-12-09,07:00:00,Traveling,P22,180.0,2.0,12.0,1,7,Bolivia,2.6738947098168167,0.71991,0.0195872,0.000649242,61.83863,24.24207,0.000824413
S122711346,Coragyps atratus,Black Vulture,15,4.7302826,-74.1493195,2021-12-10,09:10:00,Traveling,P22,135.0,4.828,4.0,1,9,Bolivia,2.6738947098168167,0.167713,0.009504506,0.01139176,24.94888,11.02114,0.000344998
S98981511,Coragyps atratus,Black Vulture,2,4.7302826,-74.1493195,2021-12-09,07:00:00,Traveling,P22,180.0,2.0,12.0,1,7,Bolivia,2.6738947098168167,0.71991,0.0195872,0.000649242,61.83863,24.24207,0.000824413
S99793100,Coragyps atratus,Black Vulture,8,4.5034526,-73.9026247,2021-12-27,10:54:00,Traveling,P22,65.0,0.69,7.0,1,11,San Cristobal,21.47950190914014,0.625459,,0.0318183,58.0,41.0,
S98939593,Coragyps atratus,Black Vulture,2,4.7302826,-74.1493195,2021-12-09,07:00:00,Traveling,P22,180.0,2.0,12.0,1,7,Bolivia,2.6738947098168167,0.71991,0.0195872,0.000649242,61.83863,24.24207,0.000824413
S120601138,Coragyps atratus,Black Vulture,2,4.7302826,-74.1493195,2021-12-09,07:00:00,Traveling,P22,180.0,2.0,12.0,1,7,Bolivia,2.6738947098168167,0.71991,0.0195872,0.000649242,61.83863,24.24207,0.000824413
S98718816,Coragyps atratus,Black Vulture,1,4.7149519,-73.940443,2021-12-10,07:07:00,Stationary,P21,1.0,,3.0,1,7,Colina,14.508959830546772,0.470272,0.01662666,0.005215398,16.38933,13.19179,0.000800575
S98519051,Coragyps atratus,Black Vulture,2,4.6643333,-73.9643611,2021-12-05,15:29:00,Traveling,P22,92.0,0.257,8.0,1,15,MinAmbiente,12.20059278950444,,,0.01860614,11.77422,0.0,
S99628002,Coragyps atratus,Black Vulture,12,4.792827,-74.010946,2021-12-18,04:53:00,Traveling,P22,565.0,4.101,10.0,1,5,Colina,8.956029254552595,0.470721,0.01563509,0.001676005,7.808814,4.622782,0.000674302
S98519050,Coragyps atratus,Black Vulture,2,4.6643333,-73.9643611,2021-12-05,15:29:00,Traveling,P22,92.0,0.257,8.0,1,15,MinAmbiente,12.20059278950444,,,0.01860614,11.77422,0.0,
S99179353,Coragyps atratus,Black Vulture,4,4.7302826,-74.1493195,2021-12-20,08:26:00,Traveling,P22,112.0,2.111,1.0,1,8,Bolivia,2.6738947098168167,0.270247,0.02207819,0.004699495,62.32907,26.06183,0.008242707
S98719167,Coragyps atratus,Black Vulture,1,4.7149519,-73.940443,2021-12-10,07:07:00,Stationary,P21,1.0,,3.0,1,7,Colina,14.508959830546772,0.470272,0.01662666,0.005215398,16.38933,13.19179,0.000800575
S99207253,Coragyps atratus,Black Vulture,12,4.792827,-74.010946,2021-12-18,04:53:00,Traveling,P22,565.0,4.101,10.0,1,5,Colina,8.956029254552595,0.470721,0.01563509,0.001676005,7.808814,4.622782,0.000674302
S98658720,Coragyps atratus,Black Vulture,2,4.7302826,-74.1493195,2021-12-09,10:01:00,Stationary,P21,22.0,,1.0,0,10,Bolivia,2.6738947098168167,0.226854,0.01710815,0.0102883,49.38909,16.3832,0.001084059
S196258139,Coragyps atratus,Black Vulture,2,4.7302826,-74.1493195,2021-12-09,07:00:00,Traveling,P22,180.0,2.0,12.0,1,7,Bolivia,2.6738947098168167,0.71991,0.0195872,0.000649242,61.83863,24.24207,0.000824413
S99164480,Coragyps atratus,Black Vulture,2,4.792827,-74.010946,2021-12-18,04:58:00,Traveling,P22,521.0,4.101,10.0,1,5,Colina,8.956029254552595,0.470721,0.01563509,0.001676005,7.808814,4.622782,0.000674302
S99067027,Coragyps atratus,Black Vulture,6,4.7302826,-74.1493195,2021-12-18,06:40:00,Traveling,P22,293.0,2.0,2.0,1,7,Bolivia,2.6738947098168167,0.541447,0.02658079,0.001154708,35.22023,9.340216,0.005973393
S100075696,Coragyps atratus,Black Vulture,50,4.5034526,-73.9026247,2021-12-27,09:03:00,Traveling,P22,57.0,0.587,7.0,1,9,San Cristobal,21.47950190914014,0.607239,,0.01804407,32.0,31.0,
S98519049,Coragyps atratus,Black Vulture,2,4.6643333,-73.9643611,2021-12-05,15:29:00,Traveling,P22,92.0,0.257,8.0,1,15,MinAmbiente,12.20059278950444,,,0.01860614,11.77422,0.0,
S102685367,Coragyps atratus,Black Vulture,2,4.7302826,-74.1493195,2021-12-09,07:00:00,Traveling,P22,180.0,2.0,12.0,1,7,Bolivia,2.6738947098168167,0.71991,0.0195872,0.000649242,61.83863,24.24207,0.000824413
S98519047,Coragyps atratus,Black Vulture,2,4.6643333,-73.9643611,2021-12-05,15:29:00,Traveling,P22,92.0,0.257,8.0,1,15,MinAmbiente,12.20059278950444,,,0.01860614,11.77422,0.0,
S99206723,Coragyps atratus,Black Vulture,12,4.7700404,-74.0061728,2021-12-18,04:53:00,Traveling,P22,565.0,4.101,10.0,1,5,Colina,7.902680406337224,0.470721,0.01563509,0.001676005,7.808814,4.622782,0.000674302
S100502712,Coragyps atratus,Black Vulture,12,4.792827,-74.010946,2021-12-18,04:53:00,Traveling,P22,565.0,4.101,10.0,1,5,Colina,8.956029254552595,0.470721,0.01563509,0.001676005,7.808814,4.622782,0.000674302
S98477406,Coragyps atratus,Black Vulture,1,4.7302826,-74.1493195,2021-12-03,07:09:00,Traveling,P22,169.0,3.491,1.0,1,7,Bolivia,2.6738947098168167,0.807958,0.01853,0.001525238,52.23042,16.65247,0.00369982
S98952735,Coragyps atratus,Black Vulture,2,4.7302826,-74.1493195,2021-12-09,07:00:00,Traveling,P22,180.0,2.0,12.0,1,7,Bolivia,2.6738947098168167,0.71991,0.0195872,0.000649242,61.83863,24.24207,0.000824413
S98729910,Coragyps atratus,Black Vulture,1,4.7149519,-73.940443,2021-12-10,07:07:00,Stationary,P21,1.0,,3.0,1,7,Colina,14.508959830546772,0.470272,0.01662666,0.005215398,16.38933,13.19179,0.000800575
S99163445,Coragyps atratus,Black Vulture,12,4.792827,-74.010946,2021-12-18,04:53:00,Traveling,P22,565.0,4.101,10.0,1,5,Colina,8.956029254552595,0.470721,0.01563509,0.001676005,7.808814,4.622782,0.000674302
S99461900,Coragyps atratus,Black Vulture,20,4.6643333,-73.9643611,2021-12-22,14:05:00,Traveling,P22,85.0,0.188,1.0,1,14,MinAmbiente,12.20059278950444,,,0.02690179,50.78427,24.0,
S99106925,Coragyps atratus,Black Vulture,2,4.7302826,-74.1493195,2021-12-19,07:42:00,Traveling,P22,201.0,6.486,1.0,0,8,Bolivia,2.6738947098168167,0.372032,0.01443575,0.002196152,59.51308,30.46066,0.01211992
S99793100,Anthracothorax nigricollis,Black-throated Mango,1,4.5034526,-73.9026247,2021-12-27,10:54:00,Traveling,P22,65.0,0.69,7.0,1,11,San Cristobal,21.47950190914014,0.625459,,0.0318183,58.0,41.0,
S99791926,Anthracothorax nigricollis,Black-throated Mango,1,4.5034526,-73.9026247,2021-12-27,10:54:00,Traveling,P22,65.0,0.69,7.0,1,11,San Cristobal,21.47950190914014,0.625459,,0.0318183,58.0,41.0,
S100075696,Anthracothorax nigricollis,Black-throated Mango,3,4.5034526,-73.9026247,2021-12-27,09:03:00,Traveling,P22,57.0,0.587,7.0,1,9,San Cristobal,21.47950190914014,0.607239,,0.01804407,32.0,31.0,
S100075693,Anthracothorax nigricollis,Black-throated Mango,1,4.5034526,-73.9026247,2021-12-27,10:54:00,Traveling,P22,65.0,0.69,7.0,1,11,San Cristobal,21.47950190914014,0.625459,,0.0318183,58.0,41.0,
S99793020,Anthracothorax nigricollis,Black-throated Mango,3,4.5034526,-73.9026247,2021-12-27,09:03:00,Traveling,P22,57.0,0.587,7.0,1,9,San Cristobal,21.47950190914014,0.607239,,0.01804407,32.0,31.0,
S99509549,Anthracothorax nigricollis,Black-throated Mango,3,4.5034526,-73.9026247,2021-12-27,09:03:00,Traveling,P22,57.0,0.587,7.0,1,9,San Cristobal,21.47950190914014,0.607239,,0.01804407,32.0,31.0,
S99212781,Coeligena helianthea,Blue-throated Starfrontlet,8,4.792827,-74.010946,2021-12-18,04:53:00,Traveling,P22,565.0,4.101,10.0,1,5,Colina,8.956029254552595,0.470721,0.01563509,0.001676005,7.808814,4.622782,0.000674302
S98719008,Coeligena helianthea,Blue-throated Starfrontlet,2,4.6643333,-73.9643611,2021-12-10,14:47:00,Stationary,P21,60.0,,3.0,1,15,MinAmbiente,12.20059278950444,,,0.01430377,41.7459,34.0,
S98719168,Coeligena helianthea,Blue-throated Starfrontlet,2,4.6643333,-73.9643611,2021-12-10,14:47:00,Stationary,P21,60.0,,3.0,1,15,MinAmbiente,12.20059278950444,,,0.01430377,41.7459,34.0,
S101932945,Coeligena helianthea,Blue-throated Starfrontlet,3,4.6643333,-73.9643611,2021-12-21,10:00:00,Stationary,P21,240.0,,2.0,1,10,MinAmbiente,12.20059278950444,,,0.04045595,51.36762,42.0,
S99174715,Coeligena helianthea,Blue-throated Starfrontlet,3,4.6643333,-73.9643611,2021-12-08,14:00:00,Traveling,P22,150.0,1.0,7.0,1,14,MinAmbiente,12.20059278950444,,,0.03299257,57.0601,35.0,
S105419603,Coeligena helianthea,Blue-throated Starfrontlet,X,4.6643333,-73.9643611,2021-12-05,06:00:00,Stationary,P21,60.0,,3.0,1,6,MinAmbiente,12.20059278950444,,,0.003211848,6.776985,6.0,
S99164480,Coeligena helianthea,Blue-throated Starfrontlet,6,4.792827,-74.010946,2021-12-18,04:58:00,Traveling,P22,521.0,4.101,10.0,1,5,Colina,8.956029254552595,0.470721,0.01563509,0.001676005,7.808814,4.622782,0.000674302
S98729908,Coeligena helianthea,Blue-throated Starfrontlet,2,4.6643333,-73.9643611,2021-12-10,14:47:00,Stationary,P21,60.0,,3.0,1,15,MinAmbiente,12.20059278950444,,,0.01430377,41.7459,34.0,
S99333802,Coeligena helianthea,Blue-throated Starfrontlet,5,4.6643333,-73.9643611,2021-12-23,14:19:00,Traveling,P22,119.0,0.064,1.0,1,14,MinAmbiente,12.20059278950444,,,0.04087776,63.27091,43.0,
S98680344,Coeligena helianthea,Blue-throated Starfrontlet,3,4.6643333,-73.9643611,2021-12-08,14:00:00,Traveling,P22,150.0,1.0,7.0,1,14,MinAmbiente,12.20059278950444,,,0.03299257,57.0601,35.0,
S98519051,Coeligena helianthea,Blue-throated Starfrontlet,2,4.6643333,-73.9643611,2021-12-05,15:29:00,Traveling,P22,92.0,0.257,8.0,1,15,MinAmbiente,12.20059278950444,,,0.01860614,11.77422,0.0,
S101353236,Coeligena helianthea,Blue-throated Starfrontlet,8,4.792827,-74.010946,2021-12-18,04:53:00,Traveling,P22,565.0,4.101,10.0,1,5,Colina,8.956029254552595,0.470721,0.01563509,0.001676005,7.808814,4.622782,0.000674302
S98528088,Coeligena helianthea,Blue-throated Starfrontlet,1,4.6643333,-73.9643611,2021-12-05,15:18:00,Stationary,P21,70.0,,4.0,1,15,MinAmbiente,12.20059278950444,,,0.01860614,11.77422,0.0,
S98731788,Coeligena helianthea,Blue-throated Starfrontlet,2,4.6643333,-73.9643611,2021-12-07,12:30:00,Stationary,P21,120.0,,2.0,1,13,MinAmbiente,12.20059278950444,,,0.02204179,30.97187,3.0,
S98733170,Coeligena helianthea,Blue-throated Starfrontlet,2,4.6643333,-73.9643611,2021-12-07,12:30:00,Stationary,P21,120.0,,2.0,1,13,MinAmbiente,12.20059278950444,,,0.02204179,30.97187,3.0,
S99163445,Coeligena helianthea,Blue-throated Starfrontlet,8,4.792827,-74.010946,2021-12-18,04:53:00,Traveling,P22,565.0,4.101,10.0,1,5,Colina,8.956029254552595,0.470721,0.01563509,0.001676005,7.808814,4.622782,0.000674302
S98910962,Coeligena helianthea,Blue-throated Starfrontlet,3,4.6643333,-73.9643611,2021-12-08,14:00:00,Traveling,P22,150.0,1.0,7.0,1,14,MinAmbiente,12.20059278950444,,,0.03299257,57.0601,35.0,
S99217335,Coeligena helianthea,Blue-throated Starfrontlet,8,4.792827,-74.010946,2021-12-18,04:53:00,Traveling,P22,565.0,4.101,10.0,1,5,Colina,8.956029254552595,0.470721,0.01563509,0.001676005,7.808814,4.622782,0.000674302
S98519047,Coeligena helianthea,Blue-throated Starfrontlet,2,4.6643333,-73.9643611,2021-12-05,15:29:00,Traveling,P22,92.0,0.257,8.0,1,15,MinAmbiente,12.20059278950444,,,0.01860614,11.77422,0.0,
S104949855,Coeligena helianthea,Blue-throated Starfrontlet,3,4.6643333,-73.9643611,2021-12-18,09:00:00,Stationary,P21,120.0,,1.0,1,9,MinAmbiente,12.20059278950444,,,0.01036127,25.13434,6.0,
S98604932,Coeligena helianthea,Blue-throated Starfrontlet,2,4.6643333,-73.9643611,2021-12-05,14:31:00,Traveling,P22,156.0,1.5,3.0,1,15,MinAmbiente,12.20059278950444,,,0.01860614,11.77422,0.0,
S100502712,Coeligena helianthea,Blue-throated Starfrontlet,8,4.792827,-74.010946,2021-12-18,04:53:00,Traveling,P22,565.0,4.101,10.0,1,5,Colina,8.956029254552595,0.470721,0.01563509,0.001676005,7.808814,4.622782,0.000674302
S270108946,Coeligena helianthea,Blue-throated Starfrontlet,1,4.6643333,-73.9643611,2021-12-05,15:00:00,Traveling,P22,120.0,2.0,8.0,0,15,MinAmbiente,12.20059278950444,,,0.01860614,11.77422,0.0,
S101922246,Coeligena helianthea,Blue-throated Starfrontlet,3,4.6643333,-73.9643611,2021-12-21,10:00:00,Stationary,P21,240.0,,2.0,1,10,MinAmbiente,12.20059278950444,,,0.04045595,51.36762,42.0,
S98639972,Coeligena helianthea,Blue-throated Starfrontlet,2,4.6643333,-73.9643611,2021-12-08,14:33:00,Stationary,P21,84.0,,7.0,1,15,MinAmbiente,12.20059278950444,,,0.02617519,44.1755,25.0,
S99206723,Coeligena helianthea,Blue-throated Starfrontlet,8,4.7700404,-74.0061728,2021-12-18,04:53:00,Traveling,P22,565.0,4.101,10.0,1,5,Colina,7.902680406337224,0.470721,0.01563509,0.001676005,7.808814,4.622782,0.000674302
S99628002,Coeligena helianthea,Blue-throated Starfrontlet,8,4.792827,-74.010946,2021-12-18,04:53:00,Traveling,P22,565.0,4.101,10.0,1,5,Colina,8.956029254552595,0.470721,0.01563509,0.001676005,7.808814,4.622782,0.000674302
S99461900,Coeligena helianthea,Blue-throated Starfrontlet,1,4.6643333,-73.9643611,2021-12-22,14:05:00,Traveling,P22,85.0,0.188,1.0,1,14,MinAmbiente,12.20059278950444,,,0.02690179,50.78427,24.0,
S98704490,Coeligena helianthea,Blue-throated Starfrontlet,3,4.6643333,-73.9643611,2021-12-08,14:00:00,Traveling,P22,150.0,1.0,7.0,1,14,MinAmbiente,12.20059278950444,,,0.03299257,57.0601,35.0,
S98519050,Coeligena helianthea,Blue-throated Starfrontlet,2,4.6643333,-73.9643611,2021-12-05,15:29:00,Traveling,P22,92.0,0.257,8.0,1,15,MinAmbiente,12.20059278950444,,,0.01860614,11.77422,0.0,
S98519049,Coeligena helianthea,Blue-throated Starfrontlet,2,4.6643333,-73.9643611,2021-12-05,15:29:00,Traveling,P22,92.0,0.257,8.0,1,15,MinAmbiente,12.20059278950444,,,0.01860614,11.77422,0.0,
S98994047,Coeligena helianthea,Blue-throated Starfrontlet,2,4.6643333,-73.9643611,2021-12-17,08:21:00,Traveling,P22,199.0,0.315,1.0,1,8,MinAmbiente,12.20059278950444,,,0.01143756,27.01601,24.0,
S98519046,Coeligena helianthea,Blue-throated Starfrontlet,2,4.6643333,-73.9643611,2021-12-05,15:29:00,Traveling,P22,92.0,0.257,8.0,1,15,MinAmbiente,12.20059278950444,,,0.01860614,11.77422,0.0,
S99207253,Coeligena helianthea,Blue-throated Starfrontlet,8,4.792827,-74.010946,2021-12-18,04:53:00,Traveling,P22,565.0,4.101,10.0,1,5,Colina,8.956029254552595,0.470721,0.01563509,0.001676005,7.808814,4.622782,0.000674302
S98791713,Coeligena helianthea,Blue-throated Starfrontlet,3,4.6643333,-73.9643611,2021-12-08,14:00:00,Traveling,P22,150.0,1.0,7.0,1,14,MinAmbiente,12.20059278950444,,,0.03299257,57.0601,35.0,
S99026535,Coeligena helianthea,Blue-throated Starfrontlet,1,4.6643333,-73.9643611,2021-12-05,15:18:00,Stationary,P21,70.0,,4.0,1,15,MinAmbiente,12.20059278950444,,,0.01860614,11.77422,0.0,
S98605126,Coeligena helianthea,Blue-throated Starfrontlet,2,4.6643333,-73.9643611,2021-12-05,14:31:00,Traveling,P22,156.0,1.5,3.0,1,15,MinAmbiente,12.20059278950444,,,0.01860614,11.77422,0.0,
S98519049,Lesbia victoriae,Black-tailed Trainbearer,4,4.6643333,-73.9643611,2021-12-05,15:29:00,Traveling,P22,92.0,0.257,8.0,1,15,MinAmbiente,12.20059278950444,,,0.01860614,11.77422,0.0,
S98731788,Lesbia victoriae,Black-tailed Trainbearer,2,4.6643333,-73.9643611,2021-12-07,12:30:00,Stationary,P21,120.0,,2.0,1,13,MinAmbiente,12.20059278950444,,,0.02204179,30.97187,3.0,
S98704490,Lesbia victoriae,Black-tailed Trainbearer,3,4.6643333,-73.9643611,2021-12-08,14:00:00,Traveling,P22,150.0,1.0,7.0,1,14,MinAmbiente,12.20059278950444,,,0.03299257,57.0601,35.0,
S98605126,Lesbia victoriae,Black-tailed Trainbearer,2,4.6643333,-73.9643611,2021-12-05,14:31:00,Traveling,P22,156.0,1.5,3.0,1,15,MinAmbiente,12.20059278950444,,,0.01860614,11.77422,0.0,
S98639972,Lesbia victoriae,Black-tailed Trainbearer,2,4.6643333,-73.9643611,2021-12-08,14:33:00,Stationary,P21,84.0,,7.0,1,15,MinAmbiente,12.20059278950444,,,0.02617519,44.1755,25.0,
S98640862,Lesbia victoriae,Black-tailed Trainbearer,2,4.6643333,-73.9643611,2021-12-08,14:00:00,Traveling,P22,140.0,5.488,1.0,1,14,MinAmbiente,12.20059278950444,,,0.03299257,57.0601,35.0,
S98729909,Lesbia victoriae,Black-tailed Trainbearer,1,4.7282,-73.903321,2021-12-10,07:42:00,Traveling,P22,35.0,0.6,3.0,1,8,Colina,18.436586217730174,0.404848,0.01470288,0.007391601,15.37914,9.415115,0.000733793
S98528088,Lesbia victoriae,Black-tailed Trainbearer,1,4.6643333,-73.9643611,2021-12-05,15:18:00,Stationary,P21,70.0,,4.0,1,15,MinAmbiente,12.20059278950444,,,0.01860614,11.77422,0.0,
S98719008,Lesbia victoriae,Black-tailed Trainbearer,1,4.6643333,-73.9643611,2021-12-10,14:47:00,Stationary,P21,60.0,,3.0,1,15,MinAmbiente,12.20059278950444,,,0.01430377,41.7459,34.0,
S101932945,Lesbia victoriae,Black-tailed Trainbearer,4,4.6643333,-73.9643611,2021-12-21,10:00:00,Stationary,P21,240.0,,2.0,1,10,MinAmbiente,12.20059278950444,,,0.04045595,51.36762,42.0,
S98718873,Lesbia victoriae,Black-tailed Trainbearer,1,4.7282,-73.903321,2021-12-10,07:42:00,Traveling,P22,35.0,0.6,3.0,1,8,Colina,18.436586217730174,0.404848,0.01470288,0.007391601,15.37914,9.415115,0.000733793
S98519046,Lesbia victoriae,Black-tailed Trainbearer,4,4.6643333,-73.9643611,2021-12-05,15:29:00,Traveling,P22,92.0,0.257,8.0,1,15,MinAmbiente,12.20059278950444,,,0.01860614,11.77422,0.0,
S98910962,Lesbia victoriae,Black-tailed Trainbearer,3,4.6643333,-73.9643611,2021-12-08,14:00:00,Traveling,P22,150.0,1.0,7.0,1,14,MinAmbiente,12.20059278950444,,,0.03299257,57.0601,35.0,
S101922246,Lesbia victoriae,Black-tailed Trainbearer,4,4.6643333,-73.9643611,2021-12-21,10:00:00,Stationary,P21,240.0,,2.0,1,10,MinAmbiente,12.20059278950444,,,0.04045595,51.36762,42.0,
S98719169,Lesbia victoriae,Black-tailed Trainbearer,1,4.7282,-73.903321,2021-12-10,07:42:00,Traveling,P22,35.0,0.6,3.0,1,8,Colina,18.436586217730174,0.404848,0.01470288,0.007391601,15.37914,9.415115,0.000733793
S98519050,Lesbia victoriae,Black-tailed Trainbearer,4,4.6643333,-73.9643611,2021-12-05,15:29:00,Traveling,P22,92.0,0.257,8.0,1,15,MinAmbiente,12.20059278950444,,,0.01860614,11.77422,0.0,
S99283240,Lesbia victoriae,Black-tailed Trainbearer,1,4.671392,-73.979409,2021-12-22,11:39:00,Traveling,P22,44.0,2.864,1.0,1,12,MinAmbiente,11.001565157981657,,,0.03963867,35.55552,20.0,
S98519047,Lesbia victoriae,Black-tailed Trainbearer,4,4.6643333,-73.9643611,2021-12-05,15:29:00,Traveling,P22,92.0,0.257,8.0,1,15,MinAmbiente,12.20059278950444,,,0.01860614,11.77422,0.0,
S98994047,Lesbia victoriae,Black-tailed Trainbearer,2,4.6643333,-73.9643611,2021-12-17,08:21:00,Traveling,P22,199.0,0.315,1.0,1,8,MinAmbiente,12.20059278950444,,,0.01143756,27.01601,24.0,
S98680344,Lesbia victoriae,Black-tailed Trainbearer,3,4.6643333,-73.9643611,2021-12-08,14:00:00,Traveling,P22,150.0,1.0,7.0,1,14,MinAmbiente,12.20059278950444,,,0.03299257,57.0601,35.0,
S98604932,Lesbia victoriae,Black-tailed Trainbearer,1,4.6643333,-73.9643611,2021-12-05,14:31:00,Traveling,P22,156.0,1.5,3.0,1,15,MinAmbiente,12.20059278950444,,,0.01860614,11.77422,0.0,
S99174715,Lesbia victoriae,Black-tailed Trainbearer,3,4.6643333,-73.9643611,2021-12-08,14:00:00,Traveling,P22,150.0,1.0,7.0,1,14,MinAmbiente,12.20059278950444,,,0.03299257,57.0601,35.0,
S270108946,Lesbia victoriae,Black-tailed Trainbearer,1,4.6643333,-73.9643611,2021-12-05,15:00:00,Traveling,P22,120.0,2.0,8.0,0,15,MinAmbiente,12.20059278950444,,,0.01860614,11.77422,0.0,
S104949855,Lesbia victoriae,Black-tailed Trainbearer,2,4.6643333,-73.9643611,2021-12-18,09:00:00,Stationary,P21,120.0,,1.0,1,9,MinAmbiente,12.20059278950444,,,0.01036127,25.13434,6.0,
S98719168,Lesbia victoriae,Black-tailed Trainbearer,1,4.6643333,-73.9643611,2021-12-10,14:47:00,Stationary,P21,60.0,,3.0,1,15,MinAmbiente,12.20059278950444,,,0.01430377,41.7459,34.0,
S105419603,Lesbia victoriae,Black-tailed Trainbearer,X,4.6643333,-73.9643611,2021-12-05,06:00:00,Stationary,P21,60.0,,3.0,1,6,MinAmbiente,12.20059278950444,,,0.003211848,6.776985,6.0,
S98733170,Lesbia victoriae,Black-tailed Trainbearer,2,4.6643333,-73.9643611,2021-12-07,12:30:00,Stationary,P21,120.0,,2.0,1,13,MinAmbiente,12.20059278950444,,,0.02204179,30.97187,3.0,
S99461900,Lesbia victoriae,Black-tailed Trainbearer,1,4.6643333,-73.9643611,2021-12-22,14:05:00,Traveling,P22,85.0,0.188,1.0,1,14,MinAmbiente,12.20059278950444,,,0.02690179,50.78427,24.0,
S98791713,Lesbia victoriae,Black-tailed Trainbearer,3,4.6643333,-73.9643611,2021-12-08,14:00:00,Traveling,P22,150.0,1.0,7.0,1,14,MinAmbiente,12.20059278950444,,,0.03299257,57.0601,35.0,
